,Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],CAGR [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Alpha [%],Beta,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,Kelly Criterion,_strategy,_equity_curve,_trades,Algorithm
0,2022-03-04,2025-02-27,1091 days,56.60881174899867,11126.850570678711,12015.990676879883,11.268505706787108,27.742004741906644,3.6577744949106483,23.6501325459883,2.4969868597132017,0.15466190254105386,0.2333983685332039,0.1277080939083968,-2.184873117454339,0.48494616554941977,-28.641681063177703,-4.560755642206864,813 days,72 days,18,27.77777777777778,21.888493435610634,-8.20184428984636,0.6048081857829013,125 days,34 days,1.3558817459357815,0.9125710786558062,0.372156827913954,0.05943233887546254,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-04  10000.000000     0.000000              NaT
2022-03-07  10000.000000     0.000000              NaT
2022-03-08  10000.000000     0.000000              NaT
2022-03-09  10000.000000     0.000000              NaT
2022-03-10  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  11126.850571     0.073996              NaT
2025-02-24  11126.850571     0.073996              NaT
2025-02-25  11126.850571     0.073996              NaT
2025-02-26  11126.850571     0.073996              NaT
2025-02-27  11126.850571     0.073996          23 days

[749 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0     73        12       26  136.101501  131.823502  None  None  -312.293991  -0.031432 2022-03-22 2022-04-11  20 days  None                 1                0
1     83        67       69  116.327499  106.786499  None  None  -791.903030  -0.082018 2022-06-09 2022-06-13   4 days  None                 1                0
2     75        86       90  117.250000  110.210503  None  None  -527.962303  -0.060038 2022-07-08 2022-07-14   6 days  None                 1                0
3     72       104      119  115.709999  113.500000  None  None  -159.119934  -0.019099 2022-08-03 2022-08-24  21 days  None                 1                0
4     85       163      164   96.430000   94.519997  None  None  -162.350311  -0.019807 2022-10-26 2022-10-27   1 days  None                 0                0
5     81       180      193   98.769997   95.379997  None  None  -274.589951  -0.034322 2022-11-18 2022-12-08  20 days  None                 1                0
6     79       222      238   97.949997   94.430000  None  None  -278.079735  -0.035937 2023-01-23 2023-02-14  22 days  None                 1                0
7     74       260      329  100.260002  117.080002  None  None  1244.679977   0.167764 2023-03-17 2023-06-27 102 days  None                 1                0
8     70       341      347  124.800003  121.660004  None  None  -219.799957  -0.025160 2023-07-14 2023-07-24  10 days  None                 1                1
9     70       348      390  121.360001  130.759995  None  None   657.999573   0.077455 2023-07-25 2023-09-22  59 days  None                 1                0
10    68       400      414  134.009995  123.269997  None  None  -730.319855  -0.080143 2023-10-06 2023-10-26  20 days  None                 1                0
11    62       428      440  134.869995  129.880005  None  None  -309.379395  -0.036999 2023-11-15 2023-12-04  19 days  None                 1                0
12    58       452      489  138.970001  146.080002  None  None   412.380035   0.051162 2023-12-20 2024-02-14  56 days  None                 1                0
13    57       512      597  148.160004  180.589996  None  None  1848.509583   0.218885 2024-03-19 2024-07-22 125 days  None                 1                0
14    64       643      654  161.470001  160.869995  None  None   -38.400391  -0.003716 2024-09-25 2024-10-10  15 days  None                 1                0
15    62       657      661  165.789993  162.949997  None  None  -176.079773  -0.017130 2024-10-15 2024-10-21   6 days  None                 1                0
16    60       666      686  168.750000  166.089996  None  None  -159.600220  -0.015763 2024-10-28 2024-11-25  28 days  None                 1                0
17    58       694      735  172.029999  191.050003  None  None  1103.160248   0.110562 2024-12-06 2025-02-07  63 days  None                 1                0",Logistic Regression
1,2022-03-04,2025-02-27,1091 days,65.95460614152204,12387.579803466797,15152.82015991211,23.87579803466797,27.742004741906644,7.469484550819772,34.948607189628476,5.069843080537861,0.21372767476228505,0.3351260151277759,0.17977049942387632,-2.6003691342621806,0.9543710851197303,-41.5501129204056,-5.707651933100717,654 days,47 days,2,100.0,11.756184895833343,0.610249256911688,6.036869146402579,702 days,358 days,,6.183217076372516,1.1218454437873875,,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-04  10000.000000     0.000000              NaT
2022-03-07  10000.000000     0.000000              NaT
2022-03-08  10000.000000     0.000000              NaT
2022-03-09  10164.919861     0.000000              NaT
2022-03-10  10089.642334     0.007406              NaT
...                  ...          ...              ...
2025-02-21  13202.260071     0.128726              NaT
2025-02-24  13172.329803     0.130701              NaT
2025-02-25  12892.739670     0.149152              NaT
2025-02-26  12696.369492     0.162112              NaT
2025-02-27  12387.579803     0.182490          23 days

[749 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0    76         3      486  131.250000  146.679993  None  None  1172.679443   0.117562 2022-03-09 2024-02-09 702 days  None                 1                0
1    74       515      524  149.119995  150.029999  None  None    67.340271   0.006102 2024-03-22 2024-04-05  14 days  None                 1                1",Random Forest
2,2022-03-04,2025-02-27,1091 days,63.951935914552735,14171.099838256836,17353.020248413086,41.71099838256836,27.742004741906644,12.44483584084275,36.086782265615675,8.385530482571667,0.34485856204199394,0.5712327929011346,0.3538574353825826,15.880645203080658,0.9310918017568057,-35.16906696446177,-4.766243930639785,478 days,32 days,3,66.66666666666666,24.97590947924737,-1.824418727324073,7.89706984333165,634 days,231 days,14.99225298083183,8.509242791895225,0.9913644572527831,0.6112981455636588,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-04  10000.000000     0.000000              NaT
2022-03-07  10000.000000     0.000000              NaT
2022-03-08  10067.505486     0.000000              NaT
2022-03-09  10566.429855     0.000000              NaT
2022-03-10  10488.180847     0.007405              NaT
...                  ...          ...              ...
2025-02-21  15108.540146     0.129342              NaT
2025-02-24  15074.099838     0.131327              NaT
2025-02-25  14752.379684     0.149867              NaT
2025-02-26  14526.419479     0.162888              NaT
2025-02-27  14171.099838     0.183364          23 days

[749 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0    79         2       33  126.250000  129.250000  None  None   237.000000   0.023762 2022-03-08 2022-04-21  44 days  None                 1                0
1    87        39      473  116.734497  145.889999  None  None  2536.528702   0.249759 2022-04-29 2024-01-23 634 days  None                 1                1
2    85       474      485  148.539993  145.830002  None  None  -230.349274  -0.018244 2024-01-24 2024-02-08  15 days  None                 1                0",XGBoost
3,2022-03-04,2025-02-27,1091 days,57.009345794392516,12337.340110778803,13574.290031433102,23.37340110778803,27.742004741906644,7.322642752995345,24.685159974286083,4.971262191242176,0.2966414947532509,0.4665183079567748,0.2969020642952344,9.760452986833656,0.49069806769915464,-24.663495588612115,-4.547020690030807,528 days,49 days,18,38.88888888888889,21.888493435610634,-8.014326023438256,1.1938565609024288,125 days,33 days,1.7160038835743991,1.45062641351223,0.7761926653161567,0.1574509036958246,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-04  10000.000000     0.000000              NaT
2022-03-07  10000.000000     0.000000              NaT
2022-03-08  10000.000000     0.000000              NaT
2022-03-09  10000.000000     0.000000              NaT
2022-03-10  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  12337.340111     0.091124              NaT
2025-02-24  12337.340111     0.091124              NaT
2025-02-25  12337.340111     0.091124              NaT
2025-02-26  12337.340111     0.091124              NaT
2025-02-27  12337.340111     0.091124          23 days

[749 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0     73        12       25  136.101501  135.583496  None  None   -37.814392  -0.003806 2022-03-22 2022-04-08  17 days  None                 1                0
1     86        65       69  115.480499  106.786499  None  None  -747.684021  -0.075285 2022-06-07 2022-06-13   6 days  None                 1                0
2     78        86       90  117.250000  110.210503  None  None  -549.080795  -0.060038 2022-07-08 2022-07-14   6 days  None                 1                0
3     74       104      119  115.709999  113.500000  None  None  -163.539932  -0.019099 2022-08-03 2022-08-24  21 days  None                 1                0
4     88       163      164   96.430000   94.519997  None  None  -168.080322  -0.019807 2022-10-26 2022-10-27   1 days  None                 0                0
5     85       179      193   96.970001   95.379997  None  None  -135.150337  -0.016397 2022-11-17 2022-12-08  21 days  None                 1                0
6     83       222      239   97.949997   94.489998  None  None  -287.179924  -0.035324 2023-01-23 2023-02-15  23 days  None                 1                0
7     82       259      294   96.199997  104.820000  None  None   706.840225   0.089605 2023-03-16 2023-05-05  50 days  None                 1                1
8     81       295      329  105.180000  117.080002  None  None   963.900124   0.113139 2023-05-08 2023-06-27  50 days  None                 1                0
9     76       342      390  125.940002  130.759995  None  None   366.319397   0.038272 2023-07-17 2023-09-22  67 days  None                 1                0
10    74       400      414  134.009995  123.269997  None  None  -794.759842  -0.080143 2023-10-06 2023-10-26  20 days  None                 1                0
11    68       427      440  134.190002  129.880005  None  None  -293.079834  -0.032119 2023-11-14 2023-12-04  20 days  None                 1                0
12    64       451      489  136.839996  146.080002  None  None   591.360352   0.067524 2023-12-19 2024-02-14  57 days  None                 1                0
13    63       512      597  148.160004  180.589996  None  None  2043.089539   0.218885 2024-03-19 2024-07-22 125 days  None                 1                0
14    69       641      653  164.350006  163.449997  None  None   -62.100632  -0.005476 2024-09-23 2024-10-09  16 days  None                 1                0
15    70       655      656  162.130005  163.639999  None  None   105.699615   0.009313 2024-10-11 2024-10-14   3 days  None                 0                0
16    68       666      685  168.750000  165.850006  None  None  -197.199585  -0.017185 2024-10-28 2024-11-22  25 days  None                 1                0
17    65       694      736  172.029999  187.350006  None  None   995.800476   0.089054 2024-12-06 2025-02-10  66 days  None                 1                0",SVM
4,2022-03-04,2025-02-27,1091 days,0.0,13337.75,16330.270385742188,33.3775,27.742004741906644,10.175202213986957,36.62544553570968,6.878824029565256,0.2778178412619219,0.4490932529769,0.24489557375483226,5.872322502698395,0.9914632252856876,-41.549147083293,-5.62902093551274,654 days,43 days,0,,,,,,,,,,,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-04  10000.000000     0.000000              NaT
2022-03-07  10000.000000     0.000000              NaT
2022-03-08  10067.505486     0.000000              NaT
2022-03-09  10566.429855     0.000000              NaT
2022-03-10  10488.180847     0.007405              NaT
...                  ...          ...              ...
2025-02-21  14219.390289     0.129262              NaT
2025-02-24  14187.000000     0.131245              NaT
2025-02-25  13884.429855     0.149773              NaT
2025-02-26  13671.919662     0.162787              NaT
2025-02-27  13337.750000     0.183250          23 days

[749 rows x 3 columns]","Empty DataFrame
Columns: [Size, EntryBar, ExitBar, EntryPrice, ExitPrice, SL, TP, PnL, ReturnPct, EntryTime, ExitTime, Duration, Tag]
Index: []",Naive Bayes
5,2022-03-04,2025-02-27,1091 days,65.02002670226969,13700.13973236084,16768.420127868652,37.0013973236084,27.742004741906644,11.173411682763646,35.59366965364982,7.542676894336031,0.31391569881634585,0.511628445359351,0.32692583693639216,11.283740340689398,0.9270295071383327,-34.17720602161396,-4.865544015911798,428 days,32 days,3,66.66666666666666,24.34823121452896,-0.2849238647305019,7.565954407328324,650 days,236 days,86.77015076749935,8.145987611731247,1.0105684591797734,0.6589485963841458,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-04  10000.000000     0.000000              NaT
2022-03-07  10000.000000     0.000000              NaT
2022-03-08  10000.000000     0.000000              NaT
2022-03-09  10000.000000     0.000000              NaT
2022-03-10  10088.425842     0.000000              NaT
...                  ...          ...              ...
2025-02-21  14604.100029     0.129071              NaT
2025-02-24  14570.889732     0.131052              NaT
2025-02-25  14260.659584     0.149553              NaT
2025-02-26  14042.769386     0.162547              NaT
2025-02-27  13700.139732     0.182980          23 days

[749 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0    76         4       32  131.266006  130.891998  None  None   -28.424622  -0.002849 2022-03-10 2022-04-20  41 days  None                 1                0
1    85        38      484  116.415001  144.759995  None  None  2409.324455   0.243482 2022-04-28 2024-02-07 650 days  None                 1                0
2    82       514      524  149.470001  150.029999  None  None    45.919800   0.003747 2024-03-21 2024-04-05  15 days  None                 1                1",Gradient Boosting
6,2022-03-04,2025-02-27,1091 days,57.27636849132176,10526.873779296879,11318.754653930668,5.268737792968786,27.742004741906644,1.7425473904689737,27.066593557003632,1.1930616183849718,0.06438000359369492,0.09811735471432367,0.05037524056780809,-12.798423645697032,0.6512565190133445,-34.591346280985015,-9.917428289728232,535 days,152 days,16,37.5,13.292518247299512,-8.04597499553582,0.31788745023668685,379 days,38 days,1.2465148778703643,0.520379063834122,0.20478387371902,0.050097404203723994,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-04  10000.000000     0.000000              NaT
2022-03-07  10000.000000     0.000000              NaT
2022-03-08  10000.000000     0.000000              NaT
2022-03-09  10000.000000     0.000000              NaT
2022-03-10  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  10526.873779     0.069962              NaT
2025-02-24  10526.873779     0.069962              NaT
2025-02-25  10526.873779     0.069962              NaT
2025-02-26  10526.873779     0.069962              NaT
2025-02-27  10526.873779     0.069962         535 days

[749 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0     71        14       28  139.199997  128.000000  None  None  -795.199783  -0.080460 2022-03-24 2022-04-13  20 days  None                 1                0
1     79        38       39  116.415001  116.734497  None  None    25.240196   0.002744 2022-04-28 2022-04-29   1 days  None                 0                0
2     87        56       57  105.772003  104.985497  None  None   -68.426079  -0.007436 2022-05-24 2022-05-25   1 days  None                 0                0
3     80        62      323  114.000000  125.930000  None  None   954.400024   0.104649 2022-06-02 2023-06-16 379 days  None                 1                0
4     82       325      326  122.400002  120.000000  None  None  -196.800125  -0.019608 2023-06-21 2023-06-22   1 days  None                 0                1
5     81       327      328  121.379997  120.760002  None  None   -50.219604  -0.005108 2023-06-23 2023-06-26   3 days  None                 0                0
6     82       331      383  119.239998  135.089996  None  None  1299.699875   0.132925 2023-06-29 2023-09-13  76 days  None                 1                1
7     81       384      401  137.600006  136.940002  None  None   -53.460297  -0.004797 2023-09-14 2023-10-09  25 days  None                 1                1
8     80       402      413  138.500000  128.160004  None  None  -827.199707  -0.074657 2023-10-10 2023-10-25  15 days  None                 1                0
9     74       433      441  137.470001  128.949997  None  None  -630.480316  -0.061977 2023-11-22 2023-12-05  13 days  None                 1                1
10    73       442      445  131.440002  132.380005  None  None    68.620178   0.007152 2023-12-06 2023-12-11   5 days  None                 1                0
11    68       456      457  141.589996  140.779999  None  None   -55.079834  -0.005721 2023-12-27 2023-12-28   1 days  None                 0                1
12    69       458      464  139.630005  138.500000  None  None   -77.970337  -0.008093 2023-12-29 2024-01-09  11 days  None                 1                0
13    62       478      480  152.800003  142.119995  None  None  -662.160492  -0.069895 2024-01-30 2024-02-01   2 days  None                 1                0
14    63       509      529  141.190002  157.960007  None  None  1056.510269   0.118776 2024-03-14 2024-04-12  29 days  None                 1                1
15    62       530      544  158.860001  167.559998  None  None   539.399811   0.054765 2024-04-15 2024-05-03  18 days  None                 1                0",K-Nearest Neighbors
7,2022-03-04,2025-02-27,1091 days,67.55674232309747,14014.822357177734,14304.622100830078,40.14822357177734,27.742004741906644,12.026093450366538,32.24386883044472,8.10826895017529,0.37297302980625824,0.6293928527566043,0.3424757661025557,19.418537114071544,0.7472310184704083,-35.11516621227231,-4.596774845953037,478 days,57 days,10,60.0,25.318900693484192,-9.012829250713105,3.4348968460245377,635 days,72 days,3.719008666094124,3.8373476874301717,1.197983255474256,0.42215298515021915,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-04  10000.000000     0.000000              NaT
2022-03-07  10000.000000     0.000000              NaT
2022-03-08  10067.505486     0.000000              NaT
2022-03-09  10566.429855     0.000000              NaT
2022-03-10  10488.180847     0.007405              NaT
...                  ...          ...              ...
2025-02-21  14014.822357     0.020259              NaT
2025-02-24  14014.822357     0.020259              NaT
2025-02-25  14014.822357     0.020259              NaT
2025-02-26  14014.822357     0.020259              NaT
2025-02-27  14014.822357     0.020259         307 days

[749 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0    79         2       18  126.250000  142.460007  None  None  1280.590530   0.128396 2022-03-08 2022-03-30  22 days  None                 1                1
1    79        19       33  142.052994  129.250000  None  None -1011.436508  -0.090128 2022-03-31 2022-04-21  21 days  None                 1                0
2    88        38      473  116.415001  145.889999  None  None  2593.799866   0.253189 2022-04-28 2024-01-23 635 days  None                 1                0
3    85       475      485  150.070007  145.830002  None  None  -360.400467  -0.028254 2024-01-25 2024-02-08  14 days  None                 1                0
4    89       492      493  139.660004  141.449997  None  None   159.309402   0.012817 2024-02-20 2024-02-21   1 days  None                 0                0
5    91       498      500  137.899994  138.429993  None  None    48.229889   0.003843 2024-02-28 2024-03-01   2 days  None                 1                0
6    85       514      515  149.470001  149.119995  None  None   -29.750519  -0.002342 2024-03-21 2024-03-22   1 days  None                 0                0
7    83       518      523  151.179993  153.500000  None  None   192.560608   0.015346 2024-03-27 2024-04-04   8 days  None                 1                0
8    82       528      539  156.910004  174.369995  None  None  1431.719299   0.111274 2024-04-11 2024-04-26  15 days  None                 1                1
9    84       540      541  169.059998  165.610001  None  None  -289.799744  -0.020407 2024-04-29 2024-04-30   1 days  None                 0                0",Decision Tree
8,2022-03-04,2025-02-27,1091 days,0.0,13337.75,16330.270385742188,33.3775,27.742004741906644,10.175202213986957,36.62544553570968,6.878824029565256,0.2778178412619219,0.4490932529769,0.24489557375483226,5.872322502698395,0.9914632252856876,-41.549147083293,-5.62902093551274,654 days,43 days,0,,,,,,,,,,,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-04  10000.000000     0.000000              NaT
2022-03-07  10000.000000     0.000000              NaT
2022-03-08  10067.505486     0.000000              NaT
2022-03-09  10566.429855     0.000000              NaT
2022-03-10  10488.180847     0.007405              NaT
...                  ...          ...              ...
2025-02-21  14219.390289     0.129262              NaT
2025-02-24  14187.000000     0.131245              NaT
2025-02-25  13884.429855     0.149773              NaT
2025-02-26  13671.919662     0.162787              NaT
2025-02-27  13337.750000     0.183250          23 days

[749 rows x 3 columns]","Empty DataFrame
Columns: [Size, EntryBar, ExitBar, EntryPrice, ExitPrice, SL, TP, PnL, ReturnPct, EntryTime, ExitTime, Duration, Tag]
Index: []",AdaBoost
9,2022-03-04,2025-02-27,1091 days,55.67423230974633,11588.636878967285,12508.436988830566,15.886368789672852,27.742004741906644,5.08569382812476,23.759878166284125,3.464232724974292,0.21404545059248198,0.3289286601012994,0.23537623607178512,2.6056144832560193,0.4787236693949205,-21.606657974485255,-4.896729049104975,408 days,63 days,20,45.0,21.888493435610634,-9.982478132486495,0.7519695426879469,125 days,30 days,1.5165944208459163,0.9575203387397313,0.5585652332569819,0.13733111187993052,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-04  10000.000000     0.000000              NaT
2022-03-07  10000.000000     0.000000              NaT
2022-03-08  10000.000000     0.000000              NaT
2022-03-09  10000.000000     0.000000              NaT
2022-03-10  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  11588.636879     0.073534              NaT
2025-02-24  11588.636879     0.073534              NaT
2025-02-25  11588.636879     0.073534              NaT
2025-02-26  11588.636879     0.073534              NaT
2025-02-27  11588.636879     0.073534          23 days

[749 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0     73        12       26  136.101501  131.823502  None  None  -312.293991  -0.031432 2022-03-22 2022-04-11  20 days  None                 1                0
1     83        67       68  116.327499  112.445000  None  None  -322.247475  -0.033376 2022-06-09 2022-06-10   1 days  None                 0                0
2     79        86       90  117.250000  110.210503  None  None  -556.120293  -0.060038 2022-07-08 2022-07-14   6 days  None                 1                0
3     77       103      119  114.000000  113.500000  None  None   -38.500000  -0.004386 2022-08-02 2022-08-24  22 days  None                 1                0
4     90       163      164   96.430000   94.519997  None  None  -171.900330  -0.019807 2022-10-26 2022-10-27   1 days  None                 0                0
5     87       180      193   98.769997   95.379997  None  None  -294.929947  -0.034322 2022-11-18 2022-12-08  20 days  None                 1                0
6     91       220      237   90.720001   94.739998  None  None   365.819695   0.044312 2023-01-19 2023-02-13  25 days  None                 1                0
7     90       259      288   96.199997  104.449997  None  None   742.500000   0.085759 2023-03-16 2023-04-27  42 days  None                 1                1
8     87       289      329  107.040001  117.080002  None  None   873.480080   0.093797 2023-04-28 2023-06-27  60 days  None                 1                0
9     82       341      368  124.800003  128.509995  None  None   304.219299   0.029727 2023-07-14 2023-08-22  39 days  None                 1                0
10    79       370      390  133.949997  130.759995  None  None  -252.010193  -0.023815 2023-08-24 2023-09-22  29 days  None                 1                0
11    75       401      414  136.940002  123.269997  None  None -1025.250435  -0.099825 2023-10-09 2023-10-26  17 days  None                 1                0
12    69       428      440  134.869995  129.880005  None  None  -344.309326  -0.036999 2023-11-15 2023-12-04  19 days  None                 1                0
13    64       452      482  138.970001  142.820007  None  None   246.400391   0.027704 2023-12-20 2024-02-05  47 days  None                 1                1
14    63       483      489  144.649994  146.080002  None  None    90.090500   0.009886 2024-02-06 2024-02-14   8 days  None                 1                0
15    62       512      597  148.160004  180.589996  None  None  2010.659546   0.218885 2024-03-19 2024-07-22 125 days  None                 1                0
16    69       644      654  163.639999  160.869995  None  None  -191.130295  -0.016927 2024-09-26 2024-10-10  14 days  None                 1                0
17    67       658      659  164.529999  165.729996  None  None    80.399796   0.007293 2024-10-16 2024-10-17   1 days  None                 0                0
18    66       667      686  167.729996  166.089996  None  None  -108.239960  -0.009778 2024-10-29 2024-11-25  27 days  None                 1                0
19    60       696      735  182.850006  191.050003  None  None   491.999817   0.044845 2024-12-10 2025-02-07  59 days  None                 1                0",SGD Classifier
