,Model,Accuracy,Confusion Matrix,Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],CAGR [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Alpha [%],Beta,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,Kelly Criterion,_strategy,_equity_curve,_trades
0,Logistic Regression,0.7664233576642335,"[[104  20]
 [ 44 106]]",2024-01-25,2025-02-27,399 days,49.27007299270073,10877.891143798834,16544.279891967773,8.778911437988336,72.19237372015662,8.04643995762353,76.55599186743238,5.458324849190355,0.10510529301948159,0.21877816079580753,0.16140351871719755,-31.011904400011638,0.551177552247324,-49.85294014390147,-13.289595688195114,339 days,62 days,9,22.22222222222222,49.80745936857958,-18.178679265023966,0.8751030001892257,65 days,21 days,1.436103976881803,2.7183533152873536,0.12848727301411697,0.02488439054716632,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2024-01-25  10000.000000     0.000000              NaT
2024-01-26  10000.000000     0.000000              NaT
2024-01-29  10000.000000     0.000000              NaT
2024-01-30  10000.000000     0.000000              NaT
2024-01-31  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  10877.891144     0.342498              NaT
2025-02-24  10877.891144     0.342498              NaT
2025-02-25  10877.891144     0.342498              NaT
2025-02-26  10877.891144     0.342498              NaT
2025-02-27  10877.891144     0.342498         339 days

[274 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0    59        15       50  168.789993  252.860001  None  None  4960.130432   0.498075 2024-02-15 2024-04-08  53 days  None                 1                1
1    59        51       52  253.229996  238.240005  None  None  -884.409424  -0.059195 2024-04-09 2024-04-10   1 days  None                 0                0
2    54        54       55  259.420013  247.940002  None  None  -619.920593  -0.044253 2024-04-12 2024-04-15   3 days  None                 0                0
3    56        86      104  239.020004  217.000000  None  None -1233.120239  -0.092126 2024-05-29 2024-06-25  27 days  None                 1                0
4    48       120      121  251.210007  235.100006  None  None  -773.280029  -0.064130 2024-07-18 2024-07-19   1 days  None                 0                1
5    43       122      131  260.470001  213.119995  None  None -2036.050262  -0.181787 2024-07-22 2024-08-02  11 days  None                 1                0
6    46       183      229  203.529999  266.130005  None  None  2879.600281   0.307571 2024-10-16 2024-12-20  65 days  None                 1                0
7    42       249      263  289.739990  264.390015  None  None -1064.698975  -0.087492 2025-01-23 2025-02-12  20 days  None                 1                0
8    38       265      266  288.019989  278.799988  None  None  -350.360046  -0.032012 2025-02-14 2025-02-18   4 days  None                 0                0"
1,Random Forest,0.7956204379562044,"[[102  22]
 [ 34 116]]",2024-01-25,2025-02-27,399 days,53.284671532846716,11875.921966552734,20175.039428710938,18.759219665527343,72.19237372015662,17.131080028700254,78.92434363937348,11.470081083090822,0.21705698443279756,0.4432373548249853,0.39336894172597503,-19.359964618215056,0.5280223148154949,-43.54965075161918,-14.323869385891433,339 days,74 days,8,25.0,60.44511472318237,-13.330622038606544,2.1842730355256634,64 days,25 days,1.7625439974200987,4.25983365671454,0.25211576431669025,0.057626558287285246,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2024-01-25  10000.000000     0.000000              NaT
2024-01-26  10000.000000     0.000000              NaT
2024-01-29  10000.000000     0.000000              NaT
2024-01-30  10000.000000     0.000000              NaT
2024-01-31  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  11875.921967     0.411356              NaT
2025-02-24  11875.921967     0.411356              NaT
2025-02-25  11875.921967     0.411356              NaT
2025-02-26  11875.921967     0.411356              NaT
2025-02-27  11875.921967     0.411356         339 days

[274 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0    72        13       57  138.389999  222.039993  None  None  6022.799561   0.604451 2024-02-13 2024-04-17  64 days  None                 1                0
1    68        85      104  235.449997  217.000000  None  None -1254.599792  -0.078361 2024-05-28 2024-06-25  28 days  None                 1                0
2    60       119      131  245.899994  213.119995  None  None -1966.799927  -0.133306 2024-07-17 2024-08-02  16 days  None                 1                0
3    69       171      172  184.190002  178.720001  None  None  -377.430084  -0.029698 2024-09-30 2024-10-01   1 days  None                 0                0
4    63       182      197  195.679993  185.589996  None  None  -635.669769  -0.051564 2024-10-15 2024-11-05  21 days  None                 1                0
5    47       199      228  245.630005  290.640015  None  None  2115.470459   0.183243 2024-11-07 2024-12-19  42 days  None                 1                0
6    47       248      263  290.459991  264.390015  None  None -1225.288910  -0.089754 2025-01-22 2025-02-12  21 days  None                 1                1
7    44       264      267  284.000000  265.760010  None  None  -802.559570  -0.064225 2025-02-13 2025-02-19   6 days  None                 1                0"
2,XGBoost,0.8029197080291971,"[[105  19]
 [ 35 115]]",2024-01-25,2025-02-27,399 days,51.45985401459854,13014.479965209957,17527.20957946777,30.144799652099575,72.19237372015662,27.420488096142925,84.67786636888206,18.105349739703215,0.323821197580618,0.7294114857453002,0.7111161168464708,-8.451586750046584,0.5346324606496458,-38.559789950679715,-12.119766645261059,238 days,41 days,7,57.14285714285714,31.548078747613072,-13.330622038606544,3.812154202876017,62 days,28 days,2.3614547776787296,4.687244674723442,0.700272908720993,0.28111266549658354,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2024-01-25  10000.000000      0.00000              NaT
2024-01-26  10000.000000      0.00000              NaT
2024-01-29  10000.000000      0.00000              NaT
2024-01-30  10000.000000      0.00000              NaT
2024-01-31  10000.000000      0.00000              NaT
...                  ...          ...              ...
2025-02-21  13014.479965      0.25747              NaT
2025-02-24  13014.479965      0.25747              NaT
2025-02-25  13014.479965      0.25747              NaT
2025-02-26  13014.479965      0.25747              NaT
2025-02-27  13014.479965      0.25747          83 days

[274 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0    59        15       57  168.789993  222.039993  None  None  3141.750000   0.315481 2024-02-15 2024-04-17  62 days  None                 1                1
1    60        58       59  215.570007  223.830002  None  None   495.599670   0.038317 2024-04-18 2024-04-19   1 days  None                 0                0
2    57        85      105  235.449997  220.000000  None  None  -880.649826  -0.065619 2024-05-28 2024-06-26  29 days  None                 1                0
3    51       119      131  245.899994  213.119995  None  None -1671.779938  -0.133306 2024-07-17 2024-08-02  16 days  None                 1                0
4    56       182      198  195.679993  221.479996  None  None  1444.800171   0.131848 2024-10-15 2024-11-06  22 days  None                 1                1
5    51       199      229  245.630005  266.130005  None  None  1045.500000   0.083459 2024-11-07 2024-12-20  43 days  None                 1                0
6    46       249      262  289.739990  277.549988  None  None  -560.740112  -0.042072 2025-01-23 2025-02-11  19 days  None                 1                0"
3,SVM,0.7737226277372263,"[[103  21]
 [ 41 109]]",2024-01-25,2025-02-27,399 days,50.0,11965.14245605469,18315.95980834961,19.651424560546893,72.19237372015662,17.94015495021517,84.98544556429923,11.998263373760153,0.2110967922930028,0.48612684474773965,0.4276800375412153,-21.20547776987086,0.5659448529673463,-41.94760890256957,-13.362762575981401,231 days,37 days,7,28.57142857142857,48.69957667910194,-13.330622038606544,2.6117545964148947,64 days,28 days,1.7472765948631663,4.63806191853899,0.288967640535593,0.07136936170097105,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2024-01-25  10000.000000     0.000000              NaT
2024-01-26  10000.000000     0.000000              NaT
2024-01-29  10000.000000     0.000000              NaT
2024-01-30  10000.000000     0.000000              NaT
2024-01-31  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  11965.142456     0.346737              NaT
2025-02-24  11965.142456     0.346737              NaT
2025-02-25  11965.142456     0.346737              NaT
2025-02-26  11965.142456     0.346737              NaT
2025-02-27  11965.142456     0.346737          83 days

[274 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0    59        15       53  168.789993  250.990005  None  None  4849.800720   0.486996 2024-02-15 2024-04-11  56 days  None                 1                1
1    57        54       55  259.420013  247.940002  None  None  -654.360626  -0.044253 2024-04-12 2024-04-15   3 days  None                 0                0
2    59        86      104  239.020004  217.000000  None  None -1299.180252  -0.092126 2024-05-29 2024-06-25  27 days  None                 1                0
3    52       119      131  245.899994  213.119995  None  None -1704.559937  -0.133306 2024-07-17 2024-08-02  16 days  None                 1                0
4    53       184      229  209.199997  266.130005  None  None  3017.290421   0.272132 2024-10-17 2024-12-20  64 days  None                 1                0
5    49       249      263  289.739990  264.390015  None  None -1242.148804  -0.087492 2025-01-23 2025-02-12  20 days  None                 1                0
6    45       265      267  288.019989  265.760010  None  None -1001.699066  -0.077286 2025-02-14 2025-02-19   5 days  None                 1                0"
4,Naive Bayes,0.7737226277372263,"[[114  10]
 [ 52  98]]",2024-01-25,2025-02-27,399 days,43.06569343065693,17009.04013061524,19702.698974609375,70.09040130615242,72.19237372015662,62.9889153248659,101.82449886415736,39.85967313917542,0.6186027530456941,1.8558317838877265,1.9936353656230184,37.22152426015347,0.45529569609956905,-31.595002983497757,-10.691187224604398,339 days,62 days,10,40.0,72.95533857532013,-8.013079140779178,5.506243759839413,51 days,16 days,3.7681832830900484,7.622933338779392,0.8139969885330517,0.24583164244549102,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2024-01-25  10000.000000     0.000000              NaT
2024-01-26  10000.000000     0.000000              NaT
2024-01-29  10000.000000     0.000000              NaT
2024-01-30  10000.000000     0.000000              NaT
2024-01-31  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  17009.040131     0.136715              NaT
2025-02-24  17009.040131     0.136715              NaT
2025-02-25  17009.040131     0.136715              NaT
2025-02-26  17009.040131     0.136715              NaT
2025-02-27  17009.040131     0.136715         339 days

[274 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0    70        12       47  141.100006  244.039993  None  None  7205.799103   0.729553 2024-02-12 2024-04-03  51 days  None                 1                1
1    66        48       50  260.149994  252.860001  None  None  -481.139557  -0.028022 2024-04-04 2024-04-08   4 days  None                 1                1
2    66        51       52  253.229996  238.240005  None  None  -989.339355  -0.059195 2024-04-09 2024-04-10   1 days  None                 0                0
3    66        85      101  235.449997  237.360001  None  None   126.060242   0.008112 2024-05-28 2024-06-20  23 days  None                 1                0
4    64       119      126  245.899994  243.339996  None  None  -163.839844  -0.010411 2024-07-17 2024-07-26   9 days  None                 1                1
5    62       127      128  251.550003  235.619995  None  None  -987.660492  -0.063327 2024-07-29 2024-07-30   1 days  None                 0                0
6    75       182      195  195.679993  180.000000  None  None -1175.999451  -0.080131 2024-10-15 2024-11-01  17 days  None                 1                0
7    55       199      223  245.630005  317.760010  None  None  3967.150269   0.293653 2024-11-07 2024-12-12  35 days  None                 1                0
8    60       248      252  290.459991  280.500000  None  None  -597.599487  -0.034290 2025-01-22 2025-01-28   6 days  None                 1                1
9    59       253      258  281.820007  283.609985  None  None   105.608704   0.006351 2025-01-29 2025-02-05   7 days  None                 1                0"
5,Gradient Boosting,0.7883211678832117,"[[104  20]
 [ 38 112]]",2024-01-25,2025-02-27,399 days,50.72992700729927,10021.801345825195,16544.279891967773,0.21801345825195312,72.19237372015662,0.2004911925310271,64.45477982432531,0.13763746748753913,0.0031105713661186297,0.005275736297606257,0.004567726627466041,-34.96485066596673,0.487348764297459,-43.89299292244425,-12.296271151285577,339 days,62 days,7,28.57142857142857,31.548078747613072,-13.330622038606544,-0.015123335046518527,62 days,28 days,1.1829964734635048,1.10210106671287,0.004688082354836988,0.0012719578091740513,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2024-01-25  10000.000000     0.000000              NaT
2024-01-26  10000.000000     0.000000              NaT
2024-01-29  10000.000000     0.000000              NaT
2024-01-30  10000.000000     0.000000              NaT
2024-01-31  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  10021.801346     0.394244              NaT
2025-02-24  10021.801346     0.394244              NaT
2025-02-25  10021.801346     0.394244              NaT
2025-02-26  10021.801346     0.394244              NaT
2025-02-27  10021.801346     0.394244         339 days

[274 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0    59        15       57  168.789993  222.039993  None  None  3141.750000   0.315481 2024-02-15 2024-04-17  62 days  None                 1                0
1    55        85      104  235.449997  217.000000  None  None -1014.749832  -0.078361 2024-05-28 2024-06-25  28 days  None                 1                0
2    49       119      131  245.899994  213.119995  None  None -1606.219940  -0.133306 2024-07-17 2024-08-02  16 days  None                 1                0
3    51       183      197  203.529999  185.589996  None  None  -914.940125  -0.088144 2024-10-16 2024-11-05  20 days  None                 1                0
4    39       199      228  245.630005  290.640015  None  None  1755.390381   0.183243 2024-11-07 2024-12-19  42 days  None                 1                0
5    39       248      263  290.459991  264.390015  None  None -1016.729095  -0.089754 2025-01-22 2025-02-12  21 days  None                 1                0
6    35       265      266  288.019989  278.799988  None  None  -322.700043  -0.032012 2025-02-14 2025-02-18   4 days  None                 0                0"
6,K-Nearest Neighbors,0.7883211678832117,"[[103  21]
 [ 37 113]]",2024-01-25,2025-02-27,399 days,52.18978102189781,10027.330780029291,18922.329147338867,0.2733078002929142,72.19237372015662,0.25133582535754595,66.72758248785414,0.17252865570775988,0.003766595701309792,0.006443960077811626,0.005321652789587758,-36.96219146137702,0.5157816171277038,-47.22890336801092,-17.86138014565333,339 days,92 days,9,22.22222222222222,72.4185285517095,-11.961140263162495,-0.014375360221308142,43 days,22 days,1.3565069973491204,2.358433089404531,0.003224104239372464,0.0007538791320770011,MyStrategy,"                 Equity  DrawdownPct DrawdownDuration
Date                                                 
2024-01-25  10000.00000     0.000000              NaT
2024-01-26  10000.00000     0.000000              NaT
2024-01-29  10000.00000     0.000000              NaT
2024-01-30  10000.00000     0.000000              NaT
2024-01-31  10000.00000     0.000000              NaT
...                 ...          ...              ...
2025-02-21  10027.33078     0.470079              NaT
2025-02-24  10027.33078     0.470079              NaT
2025-02-25  10027.33078     0.470079              NaT
2025-02-26  10027.33078     0.470079              NaT
2025-02-27  10027.33078     0.470079         339 days

[274 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0    72        13       36  138.389999  238.610001  None  None  7215.840088   0.724185 2024-02-13 2024-03-18  34 days  None                 1                0
1    67        40       59  254.240005  223.830002  None  None -2037.470245  -0.119611 2024-03-22 2024-04-19  28 days  None                 1                0
2    64        85      104  235.449997  217.000000  None  None -1180.799805  -0.078361 2024-05-28 2024-06-25  28 days  None                 1                0
3    56       119      130  245.899994  226.600006  None  None -1080.799316  -0.078487 2024-07-17 2024-08-01  15 days  None                 1                0
4    70       171      173  184.190002  163.029999  None  None -1481.200256  -0.114881 2024-09-30 2024-10-02   2 days  None                 1                0
5    56       183      196  203.529999  180.089996  None  None -1312.640137  -0.115167 2024-10-16 2024-11-04  19 days  None                 1                0
6    41       199      229  245.630005  266.130005  None  None   840.500000   0.083459 2024-11-07 2024-12-20  43 days  None                 1                0
7    37       249      252  289.739990  280.500000  None  None  -341.879639  -0.031891 2025-01-23 2025-01-28   5 days  None                 1                1
8    37       253      267  281.820007  265.760010  None  None  -594.219910  -0.056987 2025-01-29 2025-02-19  21 days  None                 1                0"
7,Decision Tree,0.7299270072992701,"[[105  19]
 [ 55  95]]",2024-01-25,2025-02-27,399 days,44.52554744525548,12543.980331420898,18312.199325561523,25.439803314208987,72.19237372015662,23.17761615582259,74.47546080012692,15.390406638702814,0.311211450144973,0.6703628103754604,0.6441101809026412,-6.552452715475372,0.4431528481622969,-35.98393076684802,-12.772237826693383,339 days,74 days,8,25.0,60.73239171641627,-13.330622038606544,2.9090343355971493,49 days,22 days,1.9397868947992274,5.068487990889757,0.33344386836091483,0.07262498443149465,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2024-01-25  10000.000000     0.000000              NaT
2024-01-26  10000.000000     0.000000              NaT
2024-01-29  10000.000000     0.000000              NaT
2024-01-30  10000.000000     0.000000              NaT
2024-01-31  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  12543.980331     0.314993              NaT
2025-02-24  12543.980331     0.314993              NaT
2025-02-25  12543.980331     0.314993              NaT
2025-02-26  12543.980331     0.314993              NaT
2025-02-27  12543.980331     0.314993         339 days

[274 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0    65        14       47  151.830002  244.039993  None  None  5993.649445   0.607324 2024-02-14 2024-04-03  49 days  None                 1                0
1    67        85      104  235.449997  217.000000  None  None -1236.149796  -0.078361 2024-05-28 2024-06-25  28 days  None                 1                0
2    60       119      131  245.899994  213.119995  None  None -1966.799927  -0.133306 2024-07-17 2024-08-02  16 days  None                 1                0
3    65       182      197  195.679993  185.589996  None  None  -655.849762  -0.051564 2024-10-15 2024-11-05  21 days  None                 1                0
4    49       199      215  245.630005  302.029999  None  None  2763.599701   0.229614 2024-11-07 2024-12-02  25 days  None                 1                0
5    43       218      222  343.359985  311.850006  None  None -1354.929108  -0.091770 2024-12-05 2024-12-11   6 days  None                 1                0
6    46       248      262  290.459991  277.549988  None  None  -593.860168  -0.044447 2025-01-22 2025-02-11  20 days  None                 1                0
7    44       265      266  288.019989  278.799988  None  None  -405.680054  -0.032012 2025-02-14 2025-02-18   4 days  None                 0                0"
8,AdaBoost,0.7992700729927007,"[[104  20]
 [ 35 115]]",2024-01-25,2025-02-27,399 days,52.55474452554745,11077.241302490229,20175.039428710938,10.772413024902288,72.19237372015662,9.866202701566973,72.97458045107797,6.674858011312801,0.13520054025087896,0.2608031548954098,0.21679864903879592,-26.03070513769976,0.5097923266142218,-45.5085986250838,-14.715658960584355,339 days,74 days,9,22.22222222222222,72.1511717204216,-14.1121149821681,1.1186821566321337,57 days,22 days,1.6128822809251226,3.3986926441276717,0.1282905085886744,0.029362903480481345,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2024-01-25  10000.000000     0.000000              NaT
2024-01-26  10000.000000     0.000000              NaT
2024-01-29  10000.000000     0.000000              NaT
2024-01-30  10000.000000     0.000000              NaT
2024-01-31  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  11077.241302     0.450943              NaT
2025-02-24  11077.241302     0.450943              NaT
2025-02-25  11077.241302     0.450943              NaT
2025-02-26  11077.241302     0.450943              NaT
2025-02-27  11077.241302     0.450943         339 days

[274 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0    72        13       52  138.389999  238.240005  None  None  7189.200439   0.721512 2024-02-13 2024-04-10  57 days  None                 1                1
1    68        53       58  250.990005  215.570007  None  None -2408.559875  -0.141121 2024-04-11 2024-04-18   7 days  None                 1                0
2    62        85      104  235.449997  217.000000  None  None -1143.899811  -0.078361 2024-05-28 2024-06-25  28 days  None                 1                0
3    55       119      130  245.899994  226.600006  None  None -1061.499329  -0.078487 2024-07-17 2024-08-01  15 days  None                 1                0
4    64       182      196  195.679993  180.089996  None  None  -997.759766  -0.079671 2024-10-15 2024-11-04  20 days  None                 1                0
5    47       199      229  245.630005  266.130005  None  None   963.500000   0.083459 2024-11-07 2024-12-20  43 days  None                 1                0
6    42       247      262  298.519989  277.549988  None  None  -880.740051  -0.070247 2025-01-21 2025-02-11  21 days  None                 1                0
7    40       265      266  288.019989  278.799988  None  None  -368.800049  -0.032012 2025-02-14 2025-02-18   4 days  None                 0                1
8    42       267      268  265.760010  260.660004  None  None  -214.200256  -0.019190 2025-02-19 2025-02-20   1 days  None                 0                0"
9,SGD Classifier,0.7737226277372263,"[[105  19]
 [ 43 107]]",2024-01-25,2025-02-27,399 days,48.175182481751825,11846.84100341797,17901.619873046875,18.468410034179705,72.19237372015662,16.867260885225566,83.05219313885821,11.297607140852527,0.20309229952572752,0.4616149755956666,0.3881231925566954,-21.24021810824562,0.5500390982619594,-43.458523501559796,-13.517202591993232,231 days,37 days,6,33.33333333333333,46.89259571276736,-18.178679265023966,2.857585720668099,64 days,31 days,1.745207194833505,5.273888615272862,0.2650105375066257,0.08068108098419058,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2024-01-25  10000.000000     0.000000              NaT
2024-01-26  10000.000000     0.000000              NaT
2024-01-29  10000.000000     0.000000              NaT
2024-01-30  10000.000000     0.000000              NaT
2024-01-31  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  11846.841003     0.338225              NaT
2025-02-24  11846.841003     0.338225              NaT
2025-02-25  11846.841003     0.338225              NaT
2025-02-26  11846.841003     0.338225              NaT
2025-02-27  11846.841003     0.338225          83 days

[274 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0    59        15       55  168.789993  247.940002  None  None  4669.850540   0.468926 2024-02-15 2024-04-15  60 days  None                 1                0
1    61        86      104  239.020004  217.000000  None  None -1343.220261  -0.092126 2024-05-29 2024-06-25  27 days  None                 1                0
2    51       122      131  260.470001  213.119995  None  None -2414.850311  -0.181787 2024-07-22 2024-08-02  11 days  None                 1                0
3    52       184      229  209.199997  266.130005  None  None  2960.360413   0.272132 2024-10-17 2024-12-20  64 days  None                 1                0
4    46       250      263  300.000000  264.390015  None  None -1638.059326  -0.118700 2025-01-24 2025-02-12  19 days  None                 1                0
5    42       265      266  288.019989  278.799988  None  None  -387.240051  -0.032012 2025-02-14 2025-02-18   4 days  None                 0                0"
