,Model,Accuracy,Confusion Matrix,Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],CAGR [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Alpha [%],Beta,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,Kelly Criterion,_strategy,_equity_curve,_trades
0,Logistic Regression,0.7622641509433963,"[[ 93  22]
 [ 41 109]]",2024-02-07,2025-02-27,386 days,52.075471698113205,12662.31112670899,18378.56015014649,26.6231112670899,70.69713741141462,25.1653279876217,93.69433665298943,16.660967196770706,0.2685896382491627,0.6603914031855793,0.6053835734169564,-15.504252447084173,0.5958849998270549,-41.569228325079024,-12.959323182072618,231 days,37 days,7,28.57142857142857,49.80745936857958,-15.162617164397007,3.4611192784389733,66 days,28 days,1.917254153093387,5.864763328653044,0.3639021454067544,0.08749275101889925,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2024-02-07  10000.000000     0.000000              NaT
2024-02-08  10000.000000     0.000000              NaT
2024-02-09  10000.000000     0.000000              NaT
2024-02-12  10000.000000     0.000000              NaT
2024-02-13  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  12662.311127     0.311028              NaT
2025-02-24  12662.311127     0.311028              NaT
2025-02-25  12662.311127     0.311028              NaT
2025-02-26  12662.311127     0.311028              NaT
2025-02-27  12662.311127     0.311028          83 days

[265 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0    59         6       41  168.789993  252.860001  None  None  4960.130432   0.498075 2024-02-15 2024-04-08  53 days  None                 1                1
1    59        42       43  253.229996  238.240005  None  None  -884.409424  -0.059195 2024-04-09 2024-04-10   1 days  None                 0                0
2    54        45       46  259.420013  247.940002  None  None  -619.920593  -0.044253 2024-04-12 2024-04-15   3 days  None                 0                0
3    57        76       95  235.449997  217.000000  None  None -1051.649826  -0.078361 2024-05-28 2024-06-25  28 days  None                 1                0
4    49       111      122  251.210007  213.119995  None  None -1866.410568  -0.151626 2024-07-18 2024-08-02  15 days  None                 1                0
5    53       173      220  195.679993  266.130005  None  None  3733.850647   0.360027 2024-10-15 2024-12-20  66 days  None                 1                0
6    47       241      258  300.000000  265.760010  None  None -1609.279541  -0.114133 2025-01-24 2025-02-19  26 days  None                 1                0"
1,Random Forest,0.7962264150943397,"[[ 96  19]
 [ 35 115]]",2024-02-07,2025-02-27,386 days,53.58490566037736,10298.321670532227,16544.279891967773,2.9832167053222656,70.69713741141462,2.8348157253585526,68.05552094497774,1.937640162042631,0.04165445633206562,0.0732459473438755,0.06671292824373397,-32.68498619490394,0.5045211759092708,-42.4927491565297,-12.06289719029982,339 days,62 days,8,25.0,31.548078747613072,-13.330622038606544,0.30469646734900824,62 days,25 days,1.2477754915490598,1.237918634760185,0.06592548466322504,0.015090681532988509,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2024-02-07  10000.000000      0.00000              NaT
2024-02-08  10000.000000      0.00000              NaT
2024-02-09  10000.000000      0.00000              NaT
2024-02-12  10000.000000      0.00000              NaT
2024-02-13  10000.000000      0.00000              NaT
...                  ...          ...              ...
2025-02-21  10298.321671      0.37753              NaT
2025-02-24  10298.321671      0.37753              NaT
2025-02-25  10298.321671      0.37753              NaT
2025-02-26  10298.321671      0.37753              NaT
2025-02-27  10298.321671      0.37753         339 days

[265 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0    59         6       48  168.789993  222.039993  None  None  3141.750000   0.315481 2024-02-15 2024-04-17  62 days  None                 1                0
1    55        76       96  235.449997  220.000000  None  None  -849.749832  -0.065619 2024-05-28 2024-06-26  29 days  None                 1                0
2    49       110      122  245.899994  213.119995  None  None -1606.219940  -0.133306 2024-07-17 2024-08-02  16 days  None                 1                0
3    58       162      163  184.190002  178.720001  None  None  -317.260071  -0.029698 2024-09-30 2024-10-01   1 days  None                 0                0
4    52       173      188  195.679993  185.589996  None  None  -524.679810  -0.051564 2024-10-15 2024-11-05  21 days  None                 1                0
5    40       190      219  245.630005  290.640015  None  None  1800.400391   0.183243 2024-11-07 2024-12-19  42 days  None                 1                0
6    40       240      254  289.739990  264.390015  None  None -1013.999023  -0.087492 2025-01-23 2025-02-12  20 days  None                 1                0
7    36       256      257  288.019989  278.799988  None  None  -331.920044  -0.032012 2025-02-14 2025-02-18   4 days  None                 0                0"
2,XGBoost,0.7358490566037735,"[[100  15]
 [ 55  95]]",2024-02-07,2025-02-27,386 days,44.905660377358494,11030.401138305668,16544.279891967773,10.304011383056677,70.69713741141462,9.774614764632993,66.90956531978223,6.611909863691001,0.14608695659457627,0.2785469916528047,0.2331365251460002,-20.476386713580702,0.43538393807254266,-41.926569672048196,-11.968533942886236,339 days,62 days,9,33.33333333333333,44.58202677479595,-13.330622038606544,1.0666997362625885,48 days,18 days,1.439250815312326,2.4643324843742307,0.17106161874184844,0.046923203216671816,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2024-02-07  10000.000000      0.00000              NaT
2024-02-08  10000.000000      0.00000              NaT
2024-02-09  10000.000000      0.00000              NaT
2024-02-12  10000.000000      0.00000              NaT
2024-02-13  10000.000000      0.00000              NaT
...                  ...          ...              ...
2025-02-21  11030.401138      0.33328              NaT
2025-02-24  11030.401138      0.33328              NaT
2025-02-25  11030.401138      0.33328              NaT
2025-02-26  11030.401138      0.33328              NaT
2025-02-27  11030.401138      0.33328         339 days

[265 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0    59         6       38  168.789993  244.039993  None  None  4439.750000   0.445820 2024-02-15 2024-04-03  48 days  None                 1                0
1    57        42       43  253.229996  238.240005  None  None  -854.429443  -0.059195 2024-04-09 2024-04-10   1 days  None                 0                0
2    57        76       95  235.449997  217.000000  None  None -1051.649826  -0.078361 2024-05-28 2024-06-25  28 days  None                 1                0
3    50       110      122  245.899994  213.119995  None  None -1638.999939  -0.133306 2024-07-17 2024-08-02  16 days  None                 1                0
4    53       174      188  203.529999  185.589996  None  None  -950.820129  -0.088144 2024-10-16 2024-11-05  20 days  None                 1                0
5    40       190      206  245.630005  302.029999  None  None  2255.999756   0.229614 2024-11-07 2024-12-02  25 days  None                 1                1
6    41       207      208  296.779999  312.000000  None  None   624.020050   0.051284 2024-12-03 2024-12-04   1 days  None                 0                1
7    37       209      213  343.359985  311.850006  None  None -1165.869232  -0.091770 2024-12-05 2024-12-11   6 days  None                 1                0
8    40       240      251  289.739990  274.049988  None  None  -627.600098  -0.054152 2025-01-23 2025-02-07  15 days  None                 1                0"
3,SVM,0.7660377358490567,"[[ 93  22]
 [ 40 110]]",2024-02-07,2025-02-27,386 days,52.45283018867924,12900.270874023443,18728.249877929695,29.00270874023443,70.69713741141462,27.40111430892014,96.79220821453917,18.08763291635891,0.2830921498162929,0.6999568254937368,0.6774223609787333,-14.369084465025356,0.6134872612007211,-40.449084481550436,-12.84851585532234,231 days,37 days,7,28.57142857142857,49.80745936857958,-11.937762602209567,3.730301502342326,66 days,28 days,1.9798408302844532,6.06688478674989,0.39676328881003986,0.09454678946261547,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2024-02-07  10000.000000     0.000000              NaT
2024-02-08  10000.000000     0.000000              NaT
2024-02-09  10000.000000     0.000000              NaT
2024-02-12  10000.000000     0.000000              NaT
2024-02-13  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  12900.270874     0.311187              NaT
2025-02-24  12900.270874     0.311187              NaT
2025-02-25  12900.270874     0.311187              NaT
2025-02-26  12900.270874     0.311187              NaT
2025-02-27  12900.270874     0.311187          83 days

[265 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0    59         6       41  168.789993  252.860001  None  None  4960.130432   0.498075 2024-02-15 2024-04-08  53 days  None                 1                1
1    59        42       47  253.229996  223.000000  None  None -1783.569748  -0.119378 2024-04-09 2024-04-16   7 days  None                 1                0
2    55        76       95  235.449997  217.000000  None  None -1014.749832  -0.078361 2024-05-28 2024-06-25  28 days  None                 1                0
3    48       111      119  251.210007  235.619995  None  None  -748.320557  -0.062060 2024-07-18 2024-07-30  12 days  None                 1                0
4    50       121      122  226.600006  213.119995  None  None  -674.000549  -0.059488 2024-08-01 2024-08-02   1 days  None                 0                0
5    54       173      220  195.679993  266.130005  None  None  3804.300659   0.360027 2024-10-15 2024-12-20  66 days  None                 1                0
6    48       241      258  300.000000  265.760010  None  None -1643.519531  -0.114133 2025-01-24 2025-02-19  26 days  None                 1                0"
4,Naive Bayes,0.4339622641509434,"[[115   0]
 [150   0]]",2024-02-07,2025-02-27,386 days,0.0,10000.0,10000.0,0.0,70.69713741141462,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,,,MyStrategy,"             Equity  DrawdownPct  DrawdownDuration
Date                                              
2024-02-07  10000.0          0.0               NaN
2024-02-08  10000.0          0.0               NaN
2024-02-09  10000.0          0.0               NaN
2024-02-12  10000.0          0.0               NaN
2024-02-13  10000.0          0.0               NaN
...             ...          ...               ...
2025-02-21  10000.0          0.0               NaN
2025-02-24  10000.0          0.0               NaN
2025-02-25  10000.0          0.0               NaN
2025-02-26  10000.0          0.0               NaN
2025-02-27  10000.0          0.0               NaN

[265 rows x 3 columns]","Empty DataFrame
Columns: [Size, EntryBar, ExitBar, EntryPrice, ExitPrice, SL, TP, PnL, ReturnPct, EntryTime, ExitTime, Duration, Tag]
Index: []"
5,Gradient Boosting,0.7849056603773585,"[[ 95  20]
 [ 37 113]]",2024-02-07,2025-02-27,386 days,53.20754716981132,12031.993179321287,17251.680374145508,20.319931793212874,70.69713741141462,19.23300468717388,89.84721732483814,12.836177768236979,0.21406344302949207,0.4940971332524343,0.4236346786456007,-22.371326332518038,0.6038611984710723,-45.3999770478271,-13.619455533022007,254 days,47 days,8,25.0,42.799595338081176,-13.330622038606544,2.3403260392102165,64 days,24 days,1.742649633636912,3.9908094420136653,0.3228448889708014,0.06724988248856281,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2024-02-07  10000.000000     0.000000              NaT
2024-02-08  10000.000000     0.000000              NaT
2024-02-09  10000.000000     0.000000              NaT
2024-02-12  10000.000000     0.000000              NaT
2024-02-13  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  12031.993179     0.302561              NaT
2025-02-24  12031.993179     0.302561              NaT
2025-02-25  12031.993179     0.302561              NaT
2025-02-26  12031.993179     0.302561              NaT
2025-02-27  12031.993179     0.302561          83 days

[265 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0    59         6       47  168.789993  223.000000  None  None  3198.390396   0.321168 2024-02-15 2024-04-16  61 days  None                 1                0
1    56        76       95  235.449997  217.000000  None  None -1033.199829  -0.078361 2024-05-28 2024-06-25  28 days  None                 1                0
2    49       110      122  245.899994  213.119995  None  None -1606.219940  -0.133306 2024-07-17 2024-08-02  16 days  None                 1                0
3    57       162      163  184.190002  178.720001  None  None  -311.790070  -0.029698 2024-09-30 2024-10-01   1 days  None                 0                0
4    50       174      219  203.529999  290.640015  None  None  4355.500793   0.427996 2024-10-16 2024-12-19  64 days  None                 1                0
5    50       240      251  289.739990  274.049988  None  None  -784.500122  -0.054152 2025-01-23 2025-02-07  15 days  None                 1                1
6    49       252      254  280.399994  264.390015  None  None  -784.488983  -0.057097 2025-02-10 2025-02-12   2 days  None                 1                0
7    45       256      258  288.019989  265.760010  None  None -1001.699066  -0.077286 2025-02-14 2025-02-19   5 days  None                 1                0"
6,K-Nearest Neighbors,0.7547169811320755,"[[ 99  16]
 [ 49 101]]",2024-02-07,2025-02-27,386 days,49.43396226415094,6576.981307983396,11552.081222534182,-34.23018692016605,70.69713741141462,-32.86428721892223,39.91740460765143,-23.93257448532391,-0.823307215034285,-0.8626959215193274,-0.6922504494760183,-64.82335851207736,0.4327356483173788,-47.474562485005286,-18.152726160260798,322 days,94 days,14,21.428571428571427,16.293015463449855,-13.330622038606544,-3.00941555865446,43 days,12 days,0.4148334073743442,-2.750460916667972,-1.397466379183791,-0.32447600404723953,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2024-02-07  10000.000000     0.000000              NaT
2024-02-08  10000.000000     0.000000              NaT
2024-02-09  10000.000000     0.000000              NaT
2024-02-12  10000.000000     0.000000              NaT
2024-02-13  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21   6576.981308     0.430667              NaT
2025-02-24   6576.981308     0.430667              NaT
2025-02-25   6576.981308     0.430667              NaT
2025-02-26   6576.981308     0.430667              NaT
2025-02-27   6576.981308     0.430667         322 days

[265 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0     55         8       10  179.869995  164.850006  None  None  -826.099396  -0.083505 2024-02-20 2024-02-22   2 days  None                 1                0
1     44        13       27  205.179993  238.610001  None  None  1470.920349   0.162930 2024-02-27 2024-03-18  20 days  None                 1                0
2     41        31       32  254.240005  261.000000  None  None   277.159775   0.026589 2024-03-22 2024-03-25   3 days  None                 0                1
3     38        33       34  280.119995  276.220001  None  None  -148.199768  -0.013923 2024-03-26 2024-03-27   1 days  None                 0                0
4     43        40       52  244.910004  223.619995  None  None  -915.470367  -0.086930 2024-04-05 2024-04-23  18 days  None                 1                1
5     41        53       55  236.830002  220.770004  None  None  -658.459900  -0.067812 2024-04-24 2024-04-26   2 days  None                 1                1
6     40        56       57  229.940002  214.350006  None  None  -623.599854  -0.067800 2024-04-29 2024-04-30   1 days  None                 0                0
7     36        74       96  233.809998  220.000000  None  None  -497.159912  -0.059065 2024-05-23 2024-06-26  34 days  None                 1                0
8     34       100      101  231.339996  223.809998  None  None  -256.019958  -0.032549 2024-07-02 2024-07-03   1 days  None                 0                0
9     31       110      122  245.899994  213.119995  None  None -1016.179962  -0.133306 2024-07-17 2024-08-02  16 days  None                 1                0
10    36       162      163  184.190002  178.720001  None  None  -196.920044  -0.029698 2024-09-30 2024-10-01   1 days  None                 0                0
11    33       173      188  195.679993  185.589996  None  None  -332.969879  -0.051564 2024-10-15 2024-11-05  21 days  None                 1                0
12    25       190      220  245.630005  266.130005  None  None   512.500000   0.083459 2024-11-07 2024-12-20  43 days  None                 1                0
13    23       240      243  289.739990  280.500000  None  None  -212.519775  -0.031891 2025-01-23 2025-01-28   5 days  None                 1                0"
7,Decision Tree,0.7018867924528301,"[[101  14]
 [ 65  85]]",2024-02-07,2025-02-27,386 days,44.905660377358494,11107.660797119144,19702.698974609375,11.076607971191441,70.69713741141462,10.505658956245046,68.76023249427838,7.09882555957313,0.1527868445924646,0.29572143561058795,0.21016927869134966,-20.924892406186224,0.4526562396882956,-49.986653718660015,-13.756462347131441,339 days,62 days,20,30.0,72.95533857532013,-13.586175053836126,0.521018106888671,51 days,7 days,1.4580126027621159,1.7719103929921998,0.12848687836076142,0.028976283039562956,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2024-02-07  10000.000000     0.000000              NaT
2024-02-08  10000.000000     0.000000              NaT
2024-02-09  10000.000000     0.000000              NaT
2024-02-12  10434.699402     0.000000              NaT
2024-02-13   9950.299530     0.046422              NaT
...                  ...          ...              ...
2025-02-21  11107.660797     0.436237              NaT
2025-02-24  11107.660797     0.436237              NaT
2025-02-25  11107.660797     0.436237              NaT
2025-02-26  11107.660797     0.436237              NaT
2025-02-27  11107.660797     0.436237         339 days

[265 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0     70         3       38  141.100006  244.039993  None  None  7205.799103   0.729553 2024-02-12 2024-04-03  51 days  None                 1                0
1     67        42       43  253.229996  238.240005  None  None -1004.329346  -0.059195 2024-04-09 2024-04-10   1 days  None                 0                0
2     62        45       46  259.420013  247.940002  None  None  -711.760681  -0.044253 2024-04-12 2024-04-15   3 days  None                 0                0
3     64        77       78  239.020004  241.100006  None  None   133.120117   0.008702 2024-05-29 2024-05-30   1 days  None                 0                0
4     63        82       85  246.860001  241.110001  None  None  -362.250000  -0.023293 2024-06-05 2024-06-10   5 days  None                 1                1
5     62        86       87  242.929993  251.800003  None  None   549.940643   0.036513 2024-06-11 2024-06-12   1 days  None                 0                1
6     62        88       89  253.770004  246.160004  None  None  -471.820038  -0.029988 2024-06-13 2024-06-14   1 days  None                 0                0
7     62       110      112  245.899994  235.100006  None  None  -669.599243  -0.043920 2024-07-17 2024-07-19   2 days  None                 1                1
8     56       113      116  260.470001  239.259995  None  None -1187.760376  -0.081430 2024-07-22 2024-07-25   3 days  None                 1                0
9     59       121      122  226.600006  213.119995  None  None  -795.320648  -0.059488 2024-08-01 2024-08-02   1 days  None                 0                0
10    60       138      141  209.300003  194.000000  None  None  -918.000183  -0.073101 2024-08-26 2024-08-29   3 days  None                 1                0
11    68       160      165  170.610001  162.830002  None  None  -529.039917  -0.045601 2024-09-26 2024-10-03   7 days  None                 1                0
12    55       174      180  203.529999  206.869995  None  None   183.699799   0.016410 2024-10-16 2024-10-24   8 days  None                 1                1
13    54       181      186  208.300003  180.000000  None  None -1528.200165  -0.135862 2024-10-25 2024-11-01   7 days  None                 1                0
14    40       190      212  245.630005  318.029999  None  None  2895.999756   0.294752 2024-11-07 2024-12-10  33 days  None                 1                0
15    46       223      224  275.579987  274.200012  None  None   -63.478821  -0.005008 2024-12-26 2024-12-27   1 days  None                 0                0
16    42       238      243  298.519989  280.500000  None  None  -756.839539  -0.060364 2025-01-21 2025-01-28   7 days  None                 1                1
17    42       244      245  281.820007  293.709991  None  None   499.379333   0.042190 2025-01-29 2025-01-30   1 days  None                 0                1
18    41       246      247  300.859985  272.980011  None  None -1143.078949  -0.092668 2025-01-31 2025-02-03   3 days  None                 0                0
19    40       250      251  279.519989  274.049988  None  None  -218.800049  -0.019569 2025-02-06 2025-02-07   1 days  None                 0                0"
8,AdaBoost,0.8037735849056604,"[[ 99  16]
 [ 36 114]]",2024-02-07,2025-02-27,386 days,52.45283018867924,10583.942489624022,16544.279891967773,5.839424896240216,70.69713741141462,5.545166686501046,69.21458422159198,3.774606503908462,0.08011558183674233,0.14513663753352327,0.14974501469590915,-29.3055478649172,0.49712016706751383,-37.03072651708473,-11.152560083725659,339 days,62 days,9,22.22222222222222,32.11683682098996,-7.967087551828267,0.6116234148434652,61 days,22 days,1.37479287951923,1.2256505120234906,0.1492770895424952,0.031806000920439614,MyStrategy,"                 Equity  DrawdownPct DrawdownDuration
Date                                                 
2024-02-07  10000.00000     0.000000              NaT
2024-02-08  10000.00000     0.000000              NaT
2024-02-09  10000.00000     0.000000              NaT
2024-02-12  10000.00000     0.000000              NaT
2024-02-13  10000.00000     0.000000              NaT
...                 ...          ...              ...
2025-02-21  10583.94249     0.360266              NaT
2025-02-24  10583.94249     0.360266              NaT
2025-02-25  10583.94249     0.360266              NaT
2025-02-26  10583.94249     0.360266              NaT
2025-02-27  10583.94249     0.360266         339 days

[265 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0    59         6       47  168.789993  223.000000  None  None  3198.390396   0.321168 2024-02-15 2024-04-16  61 days  None                 1                0
1    56        76       95  235.449997  217.000000  None  None -1033.199829  -0.078361 2024-05-28 2024-06-25  28 days  None                 1                0
2    49       110      120  245.899994  233.000000  None  None  -632.099701  -0.052460 2024-07-17 2024-07-31  14 days  None                 1                0
3    58       173      187  195.679993  180.089996  None  None  -904.219788  -0.079671 2024-10-15 2024-11-04  20 days  None                 1                0
4    43       190      220  245.630005  266.130005  None  None   881.500000   0.083459 2024-11-07 2024-12-20  43 days  None                 1                1
5    41       221      222  274.519989  273.220001  None  None   -53.299500  -0.004735 2024-12-23 2024-12-24   1 days  None                 0                1
6    41       223      224  275.579987  274.200012  None  None   -56.578949  -0.005008 2024-12-26 2024-12-27   1 days  None                 0                0
7    39       240      253  289.739990  277.549988  None  None  -475.410095  -0.042072 2025-01-23 2025-02-11  19 days  None                 1                0
8    37       256      257  288.019989  278.799988  None  None  -341.140045  -0.032012 2025-02-14 2025-02-18   4 days  None                 0                0"
9,SGD Classifier,0.7509433962264151,"[[ 88  27]
 [ 39 111]]",2024-02-07,2025-02-27,386 days,54.339622641509436,10298.520797729492,16544.279891967773,2.985207977294922,70.69713741141462,2.83670658269497,82.6269389737072,1.938926960353382,0.03433149791011429,0.06528434904447099,0.05212929176941287,-41.14554935769323,0.6242226906327736,-54.416748941128375,-14.050230487732932,339 days,62 days,6,33.33333333333333,41.145811345166415,-34.11549470186783,0.39650358869041114,66 days,34 days,1.416683535227241,3.78189612753666,0.040439872154234606,0.014101554633072888,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2024-02-07  10000.000000     0.000000              NaT
2024-02-08  10000.000000     0.000000              NaT
2024-02-09  10000.000000     0.000000              NaT
2024-02-12  10000.000000     0.000000              NaT
2024-02-13  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  10298.520798     0.377518              NaT
2025-02-24  10298.520798     0.377518              NaT
2025-02-25  10298.520798     0.377518              NaT
2025-02-26  10298.520798     0.377518              NaT
2025-02-27  10298.520798     0.377518         339 days

[265 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0    59         6       43  168.789993  238.240005  None  None  4097.550720   0.411458 2024-02-15 2024-04-10  55 days  None                 1                0
1    54        45       46  259.420013  247.940002  None  None  -619.920593  -0.044253 2024-04-12 2024-04-15   3 days  None                 0                0
2    57        76       95  235.449997  217.000000  None  None -1051.649826  -0.078361 2024-05-28 2024-06-25  28 days  None                 1                0
3    50       110      123  245.899994  162.009995  None  None -4194.499969  -0.341155 2024-07-17 2024-08-05  19 days  None                 1                0
4    42       173      220  195.679993  266.130005  None  None  2958.900513   0.360027 2024-10-15 2024-12-20  66 days  None                 1                0
5    38       239      260  290.459991  266.989990  None  None  -891.860046  -0.080803 2025-01-22 2025-02-21  30 days  None                 1                0"
